property_id,city,locality,property_type,bhk,area_sqft,bathrooms,floor,age_years,amenities,amenity_score,price,school_nearby,hospital_nearby,metro_nearby,mall_nearby,location_score,rent_yield,capital_apprec,investment_score,is_fraud
1329,Ahmedabad,Satellite,Plot,0,3859,1,0,14,Security|Play Area|Garden|Lift|Fire Safety|Jogging Track|Parking|Gym|Intercom|Visitor Parking|Club House,11,25140258,1.1,4.7,4.2,7.6,4.4,3.32,5.13,4.22,0
1330,Bangalore,Hebbal,Villa,5,3681,5,0,2,Fire Safety|Intercom|Power Backup|Security|CCTV|Jogging Track,6,36144335,2.8,7.3,7.4,2.5,5.0,3.96,9.11,6.54,0
1331,Surat,Vesu,Commercial,0,320,2,1,1,Jogging Track|Visitor Parking|Intercom|Gym|Club House|Fire Safety|CCTV,7,1848994,8.0,8.2,4.5,2.4,5.77,5.35,1.17,3.26,0
1332,Kolkata,New Town,Villa,4,4223,4,0,7,Swimming Pool|Gym|Power Backup|Play Area|Lift|Parking|Jogging Track|Club House|CCTV|Garden,10,24260672,4.5,7.7,8.7,4.1,6.25,6.74,6.19,6.46,0
1333,Ahmedabad,Bodakdev,Apartment,4,1907,4,10,16,,0,9669566,7.5,7.0,6.1,5.8,6.6,3.24,10.59,6.92,0
1334,Surat,Katargam,Apartment,3,1052,3,3,12,Power Backup|CCTV|Gym|Garden|Play Area,5,3475291,5.6,0.7,7.1,2.0,3.85,7.89,4.34,6.12,0
1335,Delhi,Saket,Commercial,0,1159,3,24,7,Garden|Lift|Intercom|Play Area|Club House,5,20496870,0.6,3.5,4.9,5.3,3.58,2.74,10.94,6.84,0
1336,Jaipur,C-Scheme,Plot,0,3815,3,0,30,Visitor Parking|Swimming Pool|Security|Power Backup|Fire Safety|CCTV|Club House|Intercom|Parking|Gym|Lift,11,18455104,1.1,1.5,1.5,2.0,1.52,7.71,1.32,4.51,0
1337,Kolkata,Alipore,Villa,4,4640,4,0,13,Jogging Track|Play Area|Gym|Lift|Security|Swimming Pool|Fire Safety,7,33281534,2.3,9.5,6.4,4.1,5.58,4.06,10.04,7.05,0
1338,Pune,Wakad,Commercial,0,2471,3,14,14,CCTV|Parking|Lift|Visitor Parking,4,17764227,2.3,3.7,2.9,8.5,4.35,2.89,4.98,3.94,0
1339,Bangalore,Hebbal,Villa,5,4136,5,0,5,Fire Safety|Jogging Track,2,37261612,6.7,1.5,2.4,0.4,2.75,3.9,2.77,3.33,0
1340,Chennai,Velachery,Villa,3,2084,3,0,21,Garden|Parking|Fire Safety|Power Backup|Intercom,5,12710529,5.3,1.2,0.2,9.3,4.0,6.61,14.27,10.44,0
1341,Pune,Kharadi,Apartment,3,1302,3,15,28,Visitor Parking|CCTV|Play Area|Parking,4,8880382,7.3,9.2,3.4,1.1,5.25,4.87,1.56,3.21,0
1342,Jaipur,Vaishali Nagar,Independent House,1,805,1,19,26,Power Backup|Garden|Swimming Pool,3,3377875,6.1,2.0,5.3,7.8,5.3,6.6,3.74,5.17,0
1343,Delhi,Lajpat Nagar,Plot,0,1515,3,0,12,Power Backup|Garden|CCTV,3,21841668,9.4,9.1,3.6,1.5,5.9,7.12,6.17,6.64,0
1344,Pune,Hinjewadi,Independent House,3,1359,3,9,14,Intercom|Swimming Pool|Security|Power Backup|Club House|Play Area|Lift|Visitor Parking|Garden|Jogging Track|Fire Safety|Gym|Parking,13,12354375,3.0,9.9,5.3,3.4,5.4,7.6,9.27,8.43,0
1345,Kolkata,Salt Lake,Apartment,4,1854,4,29,8,Parking|Intercom|Power Backup|CCTV|Fire Safety|Security,6,11483267,3.8,5.5,0.4,8.3,4.5,7.01,5.25,6.13,0
1346,Jaipur,Mansarovar,Villa,3,1820,3,0,4,Lift|Play Area|Visitor Parking|Power Backup,4,9161560,6.7,2.9,1.8,9.1,5.12,5.87,1.4,3.63,0
1347,Chennai,Porur,Apartment,3,1595,3,15,18,Fire Safety|Lift|Play Area|Jogging Track|Power Backup|Swimming Pool,6,8580369,7.3,0.2,2.6,5.8,3.97,2.88,7.45,5.17,0
1348,Bangalore,HSR Layout,Villa,3,4033,3,0,11,Play Area|Garden|Gym|Lift|Fire Safety|Intercom,6,39503064,0.8,1.9,6.3,7.6,4.15,5.59,3.34,4.46,0
1349,Pune,Baner,Independent House,3,1371,3,3,17,Garden|Parking|Gym|Visitor Parking|Intercom|Lift|Fire Safety|Club House|Security,9,12275069,9.2,1.6,2.2,5.0,4.5,6.99,12.13,9.56,0
1350,Jaipur,Ajmer Road,Commercial,0,2479,3,17,22,Visitor Parking|Swimming Pool|Club House|Power Backup|Fire Safety|CCTV|Parking|Gym|Security|Play Area|Lift|Garden,12,9579033,8.2,8.9,6.0,7.6,7.68,4.05,10.94,7.49,0
1351,Mumbai,Thane,Apartment,2,865,2,27,22,Jogging Track|Security,2,11426040,2.1,9.8,4.2,7.6,5.93,2.67,1.26,1.96,0
1352,Ahmedabad,Navrangpura,Apartment,2,855,2,1,25,Intercom|CCTV|Gym|Power Backup|Swimming Pool|Lift|Jogging Track|Play Area|Parking|Club House,10,4731776,7.8,9.2,2.1,9.0,7.03,3.11,5.92,4.51,0
1353,Delhi,Rohini,Independent House,3,1360,3,5,27,Visitor Parking|Jogging Track|CCTV|Security|Intercom|Swimming Pool|Fire Safety|Club House,8,12374556,0.1,2.2,1.9,2.8,1.75,7.41,8.52,7.96,0
1354,Delhi,Rohini,Commercial,0,2244,2,22,18,Power Backup|Play Area,2,20010960,1.8,3.5,3.8,2.1,2.8,3.37,2.58,2.98,0
1355,Pune,Hinjewadi,Plot,0,1703,3,0,4,Visitor Parking|Garden|Jogging Track|Lift|Intercom|Gym|Swimming Pool,7,17029937,1.2,2.8,6.0,3.1,3.27,7.86,7.22,7.54,0
1356,Jaipur,Mansarovar,Independent House,4,1393,4,27,2,Fire Safety|Visitor Parking|Power Backup|Play Area|Garden|Parking|Gym|CCTV|Security|Jogging Track|Club House|Swimming Pool|Lift|Intercom,14,7085647,4.0,5.9,1.0,9.3,5.05,7.87,1.91,4.89,0
1357,Hyderabad,Madhapur,Villa,5,5111,5,0,3,Fire Safety|Club House|Jogging Track,3,49713662,7.6,7.7,5.9,7.6,7.2,6.81,14.21,10.51,0
1358,Pune,Wakad,Commercial,0,1956,2,16,8,Visitor Parking|Power Backup,2,14793268,2.5,5.0,6.3,1.3,3.78,2.6,1.74,2.17,0
1359,Delhi,Saket,Apartment,2,995,2,19,21,Parking|Lift|CCTV|Jogging Track|Swimming Pool,5,14223905,6.6,5.2,4.9,4.7,5.35,3.76,7.97,5.87,0
1360,Jaipur,C-Scheme,Commercial,0,1707,3,17,0,Gym|Club House|Swimming Pool|Visitor Parking|Power Backup|Garden|Play Area|Security|CCTV|Fire Safety|Lift|Intercom,12,11247499,8.6,3.0,7.1,4.9,5.9,2.81,11.02,6.92,0
1361,Ahmedabad,Bodakdev,Commercial,0,2309,3,17,21,CCTV|Power Backup|Visitor Parking|Intercom|Parking|Play Area|Gym|Security,8,12311335,5.9,3.8,6.8,7.7,6.05,3.71,1.86,2.79,0
1362,Surat,Adajan,Villa,4,4657,4,0,25,CCTV|Gym|Play Area|Garden|Club House|Swimming Pool|Fire Safety|Parking|Power Backup|Security|Jogging Track,11,21935797,2.4,2.3,3.1,0.8,2.15,6.13,13.17,9.65,0
1363,Delhi,Vasant Kunj,Villa,3,4471,3,0,1,Play Area|Club House|CCTV|Intercom|Visitor Parking|Lift|Gym,7,84508597,5.9,9.9,3.8,3.9,5.88,5.44,12.32,8.88,0
1364,Delhi,Rohini,Independent House,4,1714,4,25,24,Garden|Parking|CCTV|Lift|Fire Safety|Club House|Security|Power Backup|Jogging Track|Gym,10,15972693,5.4,2.9,0.5,10.0,4.7,4.41,4.16,4.29,0
1365,Delhi,Lajpat Nagar,Apartment,3,1279,3,2,18,Intercom|Power Backup|Club House|Security|Garden|Swimming Pool|Lift|Visitor Parking|Parking|Play Area|CCTV|Gym,12,19335995,2.5,5.2,6.7,5.5,4.97,7.29,9.79,8.54,0
1366,Jaipur,Malviya Nagar,Commercial,0,2344,1,21,30,Jogging Track|Power Backup|Lift|Play Area|Intercom|Club House|Gym|Fire Safety|Swimming Pool|Parking|Security|Visitor Parking|CCTV,13,10498360,6.9,3.0,4.4,3.2,4.38,6.98,1.9,4.44,0
1367,Hyderabad,Kondapur,Independent House,3,1164,3,8,21,Security|Club House|Fire Safety|Swimming Pool|Parking|Jogging Track|Gym|Play Area|CCTV,9,8417387,5.6,4.4,6.5,0.4,4.22,2.96,2.91,2.94,0
1368,Chennai,Velachery,Commercial,0,1020,3,27,1,Power Backup|Visitor Parking|Gym|Jogging Track|Swimming Pool|Garden|Lift|Club House|Play Area|Security|Parking,11,8639454,8.9,4.0,8.4,8.4,7.43,3.42,8.99,6.21,0
1369,Jaipur,Vaishali Nagar,Commercial,0,2677,3,8,15,Swimming Pool|Security|CCTV|Fire Safety|Garden|Jogging Track|Club House|Power Backup|Intercom|Play Area|Visitor Parking|Gym|Parking|Lift,14,14117127,9.7,4.4,2.5,5.9,5.62,4.94,6.25,5.6,0
1370,Delhi,Vasant Kunj,Commercial,0,2035,2,21,7,Visitor Parking|Parking|Garden|Power Backup,4,33237607,8.2,0.2,9.7,6.1,6.05,7.05,10.27,8.66,0
1371,Mumbai,Thane,Villa,4,4951,4,0,9,Jogging Track|Garden|Play Area|Swimming Pool|Intercom|Security|Power Backup|CCTV|Gym|Club House,10,80443832,9.2,3.0,9.4,7.6,7.3,3.78,13.03,8.4,0
1372,Bangalore,Indiranagar,Independent House,4,1234,4,8,27,Fire Safety,1,12772020,4.9,7.4,9.3,3.3,6.23,4.53,13.86,9.2,0
1373,Delhi,Rohini,Independent House,1,780,1,13,19,Fire Safety|Intercom|Jogging Track|Garden|Power Backup|Gym|Visitor Parking|Play Area|Club House|Swimming Pool|Security,11,8453297,1.4,4.0,6.3,3.1,3.7,2.49,3.21,2.85,0
1374,Jaipur,Malviya Nagar,Commercial,0,1980,2,14,15,Jogging Track|Parking|Lift|Visitor Parking|CCTV|Garden|Fire Safety|Swimming Pool|Gym|Security|Play Area|Intercom|Club House,13,11979258,9.4,8.8,2.2,9.5,7.48,7.54,10.06,8.8,0
1375,Hyderabad,Banjara Hills,Plot,0,2424,2,0,22,Parking|Gym|Club House|CCTV|Jogging Track|Lift|Fire Safety|Visitor Parking|Power Backup|Swimming Pool|Play Area|Security|Intercom,13,31932857,9.3,8.3,4.9,2.2,6.17,3.22,14.24,8.73,0
1376,Chennai,Velachery,Plot,0,3929,1,0,13,Security|CCTV|Fire Safety|Lift|Jogging Track|Club House|Parking|Visitor Parking|Swimming Pool|Gym|Power Backup|Garden|Play Area,13,27916221,9.1,3.7,6.8,4.6,6.05,2.06,2.86,2.46,0
1377,Pune,Wakad,Villa,5,4941,5,0,22,Jogging Track|CCTV|Lift|Swimming Pool|Play Area|Intercom,6,36055044,3.3,2.3,9.1,10.0,6.17,7.64,14.54,11.09,0
1378,Surat,Adajan,Apartment,3,1516,3,19,12,Club House|Play Area|Garden|Parking,4,7095277,5.6,5.8,2.6,5.0,4.75,7.58,13.29,10.43,0
1379,Bangalore,Koramangala,Independent House,4,1345,4,8,3,Gym|Parking|Power Backup|Lift|Garden,5,23182046,2.8,8.8,6.1,7.6,6.33,3.58,5.38,4.48,0
1380,Bangalore,HSR Layout,Plot,0,2039,3,0,27,Play Area|Fire Safety|Power Backup|Gym|Security|Parking|Visitor Parking|Swimming Pool|Club House|Jogging Track|CCTV|Garden|Lift|Intercom,14,18569426,10.0,9.3,0.4,3.6,5.83,6.25,7.79,7.02,0
1381,Ahmedabad,Bodakdev,Villa,3,4663,3,0,2,Fire Safety|Lift|Parking,3,26343826,7.5,8.2,5.6,6.6,6.97,3.27,14.97,9.12,0
1382,Mumbai,Borivali,Commercial,0,1039,2,29,2,Visitor Parking|Power Backup|Play Area,3,17972580,3.3,2.8,9.8,1.2,4.28,4.24,14.01,9.12,0
1383,Delhi,Vasant Kunj,Villa,3,2464,3,0,14,Jogging Track|Play Area|Power Backup|Fire Safety|Lift|Gym|Garden|Intercom|Visitor Parking|CCTV|Security|Swimming Pool|Club House,13,35777864,0.5,6.4,3.2,0.6,2.68,2.42,14.33,8.38,0
1384,Kolkata,Salt Lake,Plot,0,2890,1,0,7,Fire Safety|Club House|Swimming Pool|Gym|Security|Parking|Visitor Parking|Power Backup|CCTV|Intercom|Jogging Track|Play Area,12,19031843,8.0,7.4,9.2,9.0,8.4,5.62,6.03,5.83,0
1385,Delhi,Vasant Kunj,Commercial,0,1118,2,14,28,Power Backup|Lift|CCTV|Jogging Track|Club House|Swimming Pool,6,14425896,8.1,6.1,4.3,4.3,5.7,2.24,5.78,4.01,0
1386,Ahmedabad,Satellite,Villa,4,2487,4,0,9,Club House|Swimming Pool|Power Backup|Lift|Parking|CCTV|Play Area,7,15929727,5.2,3.0,0.5,0.8,2.38,2.27,2.51,2.39,0
1387,Kolkata,Ballygunge,Apartment,4,1876,4,23,18,Lift|Garden|Fire Safety|CCTV|Swimming Pool|Intercom|Gym|Power Backup|Visitor Parking|Security|Play Area|Club House|Jogging Track,13,13750872,4.2,7.0,3.1,7.2,5.38,6.54,7.3,6.92,0
1388,Chennai,Velachery,Villa,3,3316,3,0,2,CCTV|Lift|Play Area|Swimming Pool|Club House|Intercom|Gym|Power Backup|Security|Fire Safety|Visitor Parking,11,31943867,4.8,6.9,8.7,9.7,7.52,5.61,7.81,6.71,0
1389,Surat,Althan,Independent House,4,1509,4,2,4,Gym|Security,2,7345621,0.2,9.7,8.6,2.1,5.15,5.89,10.1,7.99,0
1390,Kolkata,Alipore,Villa,3,4265,3,0,24,Parking|Power Backup|Club House|Gym|Swimming Pool|Fire Safety|Intercom,7,27292881,4.5,4.9,0.2,4.5,3.52,3.46,5.13,4.29,0
1391,Kolkata,Salt Lake,Independent House,1,652,1,20,27,Club House|Fire Safety|Power Backup|CCTV|Play Area|Intercom|Lift|Gym|Security|Garden|Jogging Track,11,3236268,7.2,9.4,9.1,8.7,8.6,3.39,1.85,2.62,0
1392,Mumbai,Juhu,Commercial,0,1593,3,2,8,Play Area|Club House|Power Backup|Swimming Pool|Jogging Track|Garden|CCTV|Intercom|Security|Gym|Fire Safety|Visitor Parking|Lift|Parking,14,50010849,2.3,2.2,9.1,3.4,4.25,5.61,12.79,9.2,0
1393,Ahmedabad,Satellite,Independent House,4,1626,4,26,30,Play Area|Jogging Track|Garden|Power Backup|Parking|Security|Lift|Visitor Parking|Club House|Gym,10,7278591,1.3,2.0,6.1,1.0,2.6,4.5,14.91,9.71,0
1394,Chennai,T Nagar,Villa,5,2185,5,0,0,Lift|Garden|Play Area|Parking|Jogging Track,5,25777880,8.9,0.3,0.6,4.3,3.53,5.71,2.69,4.2,0
1395,Hyderabad,Kondapur,Independent House,3,1363,3,24,1,Intercom|Lift|Parking|Fire Safety|CCTV|Swimming Pool|Gym|Security|Club House|Power Backup|Visitor Parking|Jogging Track,12,13644615,8.6,1.0,5.6,5.1,5.07,3.0,2.65,2.83,0
1396,Hyderabad,Madhapur,Villa,5,4193,5,0,22,Visitor Parking|Intercom|Power Backup|Swimming Pool|Parking|Garden|Fire Safety,7,32839249,1.2,2.0,9.7,7.7,5.15,2.04,12.69,7.37,0
1397,Ahmedabad,Prahlad Nagar,Independent House,2,843,2,8,11,Visitor Parking|Club House|Garden|Play Area|Security|Parking|Fire Safety|Power Backup|Swimming Pool|Jogging Track|CCTV,11,5030646,4.1,4.6,8.5,7.9,6.28,4.17,1.42,2.79,0
1398,Bangalore,Koramangala,Commercial,0,585,1,10,10,Visitor Parking|Parking|Club House|Gym|Jogging Track|Play Area,6,8906927,6.4,9.0,0.6,6.3,5.58,6.28,10.25,8.27,0
1399,Jaipur,C-Scheme,Plot,0,4093,3,0,22,Fire Safety|Lift|Jogging Track|Garden|Play Area|Gym|Visitor Parking|Power Backup,8,21522998,1.5,4.0,6.4,8.9,5.2,5.75,9.65,7.7,0
1400,Ahmedabad,Prahlad Nagar,Plot,0,2416,2,0,2,,0,18214981,3.9,7.2,8.8,5.2,6.27,5.24,3.99,4.62,0
1401,Jaipur,Ajmer Road,Independent House,3,1650,3,5,0,,0,6477909,5.4,2.6,8.3,3.0,4.83,4.54,8.07,6.3,0
1402,Mumbai,Powai,Independent House,3,1126,3,1,24,Swimming Pool|Power Backup|Lift|CCTV|Gym|Visitor Parking|Garden|Fire Safety|Intercom|Jogging Track,10,20971054,8.9,6.3,5.3,6.0,6.62,4.1,4.98,4.54,0
1403,Surat,Vesu,Plot,0,2828,1,0,10,CCTV|Security|Garden|Power Backup|Swimming Pool|Parking|Club House|Play Area,8,15014831,0.9,4.2,1.3,2.1,2.12,2.47,10.48,6.48,0
1404,Kolkata,Alipore,Commercial,0,2425,2,27,8,Power Backup|Play Area|Club House|Fire Safety|Visitor Parking|Jogging Track|Parking|Swimming Pool|Lift,9,20137669,7.1,1.3,7.0,8.6,6.0,2.71,3.98,3.34,0
1405,Ahmedabad,Bodakdev,Villa,5,4825,5,0,29,CCTV,1,20012574,1.1,3.7,2.9,5.2,3.23,2.71,5.27,3.99,0
1406,Pune,Baner,Independent House,4,1228,4,25,4,Visitor Parking|CCTV,2,13254922,9.4,3.1,2.8,1.8,4.28,6.44,1.03,3.74,0
1407,Jaipur,C-Scheme,Apartment,1,813,1,15,18,CCTV|Power Backup|Garden|Club House,4,3994890,7.2,6.1,7.6,5.0,6.47,4.77,7.3,6.04,0
1408,Ahmedabad,Satellite,Independent House,1,919,1,21,19,Club House|Security|Fire Safety|Garden|Intercom|Gym,6,5070427,8.9,7.4,6.5,8.7,7.88,6.24,9.01,7.62,0
1409,Chennai,Adyar,Apartment,1,698,1,30,19,CCTV|Visitor Parking|Gym|Fire Safety|Intercom|Security|Power Backup|Lift,8,6473110,1.2,9.4,1.8,0.2,3.15,6.72,4.43,5.57,0
1410,Surat,Piplod,Apartment,3,1411,3,18,1,Fire Safety|Gym|Garden|Club House|Parking|Play Area|Visitor Parking,7,7843175,3.2,2.6,1.1,1.0,1.98,3.01,3.02,3.01,0
1411,Chennai,Anna Nagar,Villa,4,5136,4,0,21,Gym|CCTV,2,39805177,1.8,7.1,3.0,1.0,3.23,2.85,13.5,8.18,0
1412,Chennai,Porur,Apartment,1,703,1,7,24,CCTV|Security|Power Backup|Intercom|Play Area|Club House|Swimming Pool|Parking|Gym,9,3709782,5.5,0.7,0.3,6.3,3.2,7.48,1.26,4.37,0
1413,Jaipur,Ajmer Road,Apartment,2,1190,2,17,20,Parking|Lift|CCTV|Club House|Power Backup|Swimming Pool|Security|Play Area|Intercom|Fire Safety|Garden|Gym,12,4209215,4.2,9.1,4.5,0.0,4.45,4.79,12.61,8.7,0
1414,Chennai,T Nagar,Apartment,1,846,1,8,19,Fire Safety|Play Area|Club House|Garden,4,7698049,2.1,8.4,2.8,1.6,3.73,5.2,1.98,3.59,0
1415,Delhi,Saket,Apartment,2,1171,2,17,8,Club House|Security|CCTV|Intercom|Garden|Jogging Track|Lift|Fire Safety|Play Area|Visitor Parking|Parking|Gym|Swimming Pool|Power Backup,14,21181358,9.6,3.3,9.1,1.3,5.83,7.53,9.52,8.53,0
1416,Mumbai,Bandra,Villa,4,5805,4,0,24,Intercom|Swimming Pool|Play Area|Jogging Track|Visitor Parking|Fire Safety,6,142446072,8.3,6.7,6.7,3.5,6.3,6.88,12.58,9.73,0
1417,Pune,Wakad,Villa,5,1869,5,0,3,Garden|Security|Power Backup|Gym|Visitor Parking|Play Area|Lift,7,17989565,7.1,1.9,8.2,6.3,5.88,6.85,4.1,5.47,0
1418,Ahmedabad,Prahlad Nagar,Apartment,3,1504,3,28,22,CCTV|Security|Gym|Visitor Parking|Club House|Swimming Pool|Lift|Power Backup|Fire Safety|Play Area|Intercom,11,9199493,6.6,5.7,6.8,5.7,6.2,2.39,2.8,2.59,0
1419,Delhi,Rohini,Independent House,2,1251,2,16,23,Lift|Security|Play Area|Gym|Intercom|Fire Safety|Power Backup|Jogging Track|Visitor Parking|Club House|Parking|Swimming Pool,12,12750979,4.1,1.2,5.2,5.0,3.88,5.1,1.61,3.35,0
1420,Hyderabad,Banjara Hills,Independent House,4,1745,4,14,10,,0,20132033,3.3,8.8,8.1,9.9,7.53,3.35,10.65,7.0,0
1421,Delhi,Rohini,Villa,3,4497,3,0,9,Play Area,1,51997573,0.3,4.3,0.2,8.0,3.2,7.61,12.77,10.19,0
1422,Hyderabad,Banjara Hills,Plot,0,2752,2,0,26,,0,29611330,5.2,2.4,0.7,6.0,3.57,4.63,2.34,3.48,0
1423,Ahmedabad,Thaltej,Apartment,1,631,1,29,1,Garden|Jogging Track|Swimming Pool|Parking|Gym|Power Backup,6,3569404,6.1,4.3,1.0,0.6,3.0,2.31,12.9,7.61,0
1424,Kolkata,Salt Lake,Commercial,0,1983,1,27,19,Play Area|CCTV|Gym|Power Backup|Club House|Fire Safety|Visitor Parking|Lift|Intercom|Jogging Track|Parking|Security,12,12796108,7.8,4.5,3.3,1.9,4.38,2.62,9.33,5.97,0
1425,Delhi,Lajpat Nagar,Villa,5,2832,5,0,20,Lift|Garden|Club House|Power Backup|CCTV|Play Area|Parking|Swimming Pool,8,40141590,0.4,1.3,5.8,5.1,3.15,5.91,6.01,5.96,0
1426,Surat,Althan,Villa,3,5646,3,0,9,Garden|Lift|Fire Safety|Gym|Intercom|Parking|Play Area|Swimming Pool|Visitor Parking,9,28706109,5.6,0.5,3.4,9.8,4.83,5.84,3.82,4.83,0
1427,Delhi,Vasant Kunj,Villa,5,5697,5,0,22,Power Backup|CCTV|Jogging Track|Garden|Visitor Parking|Play Area|Lift|Security|Parking|Swimming Pool|Gym,11,81930719,7.9,0.4,2.2,0.0,2.62,3.34,4.22,3.78,0
1428,Surat,Vesu,Villa,4,4515,4,0,25,Club House|Security|Fire Safety|Parking|Gym|Garden|CCTV|Power Backup|Play Area|Jogging Track|Lift,11,21649076,4.4,6.3,9.1,3.6,5.85,7.85,3.79,5.82,0
1429,Chennai,T Nagar,Villa,4,3227,4,0,10,Intercom|Security|Parking|Visitor Parking|Gym|Jogging Track|Lift|CCTV|Club House|Swimming Pool|Play Area|Fire Safety|Garden,13,34885520,2.1,4.6,3.7,3.7,3.52,3.03,8.38,5.71,0
1430,Surat,Piplod,Apartment,1,673,1,28,29,Visitor Parking|Security,2,2110810,3.8,3.7,6.0,9.8,5.83,3.47,1.65,2.56,0
1431,Surat,Althan,Villa,5,4209,5,0,25,Garden|Security,2,13467708,8.0,8.7,8.5,9.7,8.72,7.32,3.93,5.62,0
1432,Delhi,Saket,Commercial,0,565,1,16,12,Play Area|Visitor Parking|Intercom|Garden|Power Backup|Jogging Track|CCTV|Swimming Pool|Parking|Fire Safety|Security|Lift,12,7829102,4.7,5.8,6.4,7.9,6.2,5.9,3.9,4.9,0
1433,Hyderabad,Kondapur,Villa,4,3590,4,0,9,Club House|CCTV|Parking|Garden|Lift|Intercom,6,27953304,7.5,3.0,5.2,2.3,4.5,2.25,8.17,5.21,0
1434,Pune,Wakad,Plot,0,4630,2,0,13,Visitor Parking|Power Backup|Garden|Lift|Club House,5,36896416,4.4,2.7,0.8,9.0,4.22,3.77,8.02,5.89,0
1435,Jaipur,Vaishali Nagar,Independent House,2,850,2,3,2,Gym|Intercom|Security|Garden|Jogging Track,5,5290773,2.5,7.5,7.7,8.5,6.55,3.14,9.46,6.3,0
1436,Bangalore,Hebbal,Independent House,1,753,1,9,26,Visitor Parking|Club House|Fire Safety|CCTV|Gym,5,5296942,5.1,7.6,1.5,4.0,4.55,3.36,11.49,7.42,0
1437,Ahmedabad,Satellite,Commercial,0,2704,3,24,14,Fire Safety|Power Backup|Garden|Swimming Pool|Jogging Track|Security|Club House|Visitor Parking|CCTV|Intercom|Play Area,11,18964048,8.5,0.3,1.4,8.7,4.72,3.83,11.33,7.58,0
1438,Ahmedabad,Prahlad Nagar,Independent House,2,1014,2,13,21,Club House|Visitor Parking|Jogging Track|Intercom|Lift|Garden|Gym|CCTV|Power Backup|Swimming Pool|Fire Safety|Security,12,5586912,8.0,9.1,5.7,3.9,6.67,4.29,14.28,9.29,0
1439,Delhi,Lajpat Nagar,Plot,0,2342,2,0,3,CCTV|Power Backup|Play Area|Lift|Swimming Pool,5,32140322,6.7,1.8,8.3,6.0,5.7,2.16,3.79,2.98,0
1440,Kolkata,Park Street,Villa,3,4184,3,0,21,Swimming Pool|Power Backup|Gym|Garden|Intercom|Jogging Track|Parking|Visitor Parking,8,25410565,4.1,1.6,1.1,5.4,3.05,4.87,1.96,3.42,0
1441,Hyderabad,Gachibowli,Villa,4,5340,4,0,26,Play Area|Power Backup|Parking|CCTV|Fire Safety|Lift|Security|Intercom|Garden|Visitor Parking|Jogging Track,11,40689408,9.9,4.5,8.2,6.0,7.15,3.48,5.6,4.54,0
1442,Surat,Piplod,Plot,0,4590,3,0,1,Swimming Pool|Lift|Play Area|Power Backup|Garden|Visitor Parking|Club House|Intercom|Fire Safety|Security|CCTV,11,25355021,6.2,4.3,3.8,6.6,5.22,6.19,2.34,4.27,0
1443,Mumbai,Andheri,Villa,4,4191,4,0,21,Swimming Pool|Jogging Track|Visitor Parking|Security|Power Backup|Club House|Fire Safety|Parking|Gym|Garden|Intercom|CCTV|Play Area|Lift,14,62372849,5.1,4.6,0.7,6.9,4.32,6.5,6.34,6.42,0
1444,Kolkata,New Town,Plot,0,1109,1,0,8,Jogging Track,1,6189971,3.3,7.5,4.8,0.7,4.08,5.29,4.39,4.84,0
1445,Ahmedabad,Satellite,Plot,0,3086,1,0,5,Gym|CCTV|Swimming Pool|Parking|Lift|Jogging Track|Club House|Intercom|Fire Safety|Garden|Play Area|Visitor Parking|Power Backup,13,19286169,2.2,0.3,6.8,2.2,2.88,6.18,12.71,9.45,0
1446,Jaipur,Vaishali Nagar,Plot,0,3325,2,0,1,Gym|Fire Safety|Club House|Security|Play Area|Garden|CCTV|Swimming Pool|Visitor Parking,9,6123973,0.3,0.1,8.2,6.8,3.85,2.38,14.42,8.4,1
1447,Delhi,Rohini,Villa,3,5205,3,0,16,Fire Safety,1,49090660,5.6,1.9,2.1,5.4,3.75,7.63,2.69,5.16,0
1448,Hyderabad,Banjara Hills,Independent House,3,1177,3,0,12,Garden|Gym|Club House|Security|Power Backup|Play Area|Swimming Pool|Fire Safety|Parking|Lift,10,13434278,0.7,2.2,3.0,6.0,2.98,7.9,2.43,5.17,0
1449,Jaipur,Ajmer Road,Villa,4,2576,4,0,19,Play Area|Jogging Track|Club House|Fire Safety|Parking,5,9453699,6.4,8.8,3.2,8.5,6.73,4.89,5.69,5.29,0
1450,Surat,Althan,Plot,0,3932,3,0,20,Security|Intercom|CCTV|Gym|Fire Safety|Play Area|Swimming Pool|Parking|Power Backup|Jogging Track|Garden,11,14764348,0.6,3.7,3.0,1.5,2.2,3.23,1.53,2.38,0
1451,Surat,Piplod,Independent House,2,942,2,10,20,Visitor Parking|Gym|Intercom|Club House|Lift|Fire Safety|Security|Play Area|Garden|Parking|CCTV|Jogging Track,12,4232590,0.5,9.2,9.9,8.0,6.9,6.18,4.11,5.14,0
1452,Kolkata,Alipore,Independent House,2,1026,2,20,0,Fire Safety,1,9202397,9.5,0.5,9.9,9.4,7.32,2.75,3.43,3.09,0
1453,Jaipur,Malviya Nagar,Villa,5,2440,5,0,13,Power Backup|Lift|Parking|Security|Play Area|Club House|Jogging Track|Visitor Parking|Swimming Pool|Fire Safety|Intercom,11,12697389,9.7,2.0,8.6,4.8,6.27,7.71,6.03,6.87,0
1454,Kolkata,New Town,Plot,0,4415,2,0,16,Jogging Track|Club House|Parking|Power Backup|Gym|Visitor Parking|Intercom|Play Area|CCTV,9,25442533,9.2,6.0,1.5,7.3,6.0,3.54,7.49,5.52,0
